Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status (Approved)
LP002082,1,Yes,0,Graduate,Yes,5818,2160.0,184.0,8,1.0,1,Y
LP002086,0,Yes,0,Graduate,No,4333,2451.0,110.0,8,1.0,2,N
LP002087,0,No,0,Graduate,No,2500,0.0,67.0,8,1.0,2,Y
LP002097,1,No,1,Graduate,No,4384,1793.0,117.0,8,1.0,2,Y
LP002098,1,No,0,Graduate,No,2935,0.0,98.0,8,1.0,1,Y
LP002100,1,No,0,Graduate,No,2833,0.0,71.0,8,1.0,2,Y
LP002101,1,Yes,0,Graduate,No,63337,0.0,490.0,5,1.0,2,Y
LP002103,1,Yes,1,Graduate,Yes,9833,1833.0,182.0,5,1.0,2,Y
LP002106,1,Yes,0,Graduate,Yes,5503,4490.0,70.0,8,1.0,1,Y
LP002110,1,Yes,1,Graduate,No,5250,688.0,160.0,8,1.0,0,Y
LP002112,1,Yes,2,Graduate,Yes,2500,4600.0,176.0,8,1.0,0,Y
LP002113,0,No,3+,Not Graduate,No,1830,0.0,128.0,8,0.0,2,N
LP002114,0,No,0,Graduate,No,4160,0.0,71.0,8,1.0,1,Y
LP002115,1,Yes,3+,Not Graduate,No,2647,1587.0,173.0,8,1.0,0,N
LP002116,0,No,0,Graduate,No,2378,0.0,46.0,8,1.0,0,N
LP002119,1,Yes,1,Not Graduate,No,4554,1229.0,158.0,8,1.0,2,Y
LP002126,1,Yes,3+,Not Graduate,No,3173,0.0,74.0,8,1.0,1,Y
LP002128,1,Yes,2,Graduate,No,2583,2330.0,125.0,8,1.0,0,Y
LP002129,1,Yes,0,Graduate,No,2499,2458.0,160.0,8,1.0,1,Y
LP002130,1,Yes,0,Not Graduate,No,3523,3230.0,152.0,8,0.0,0,N
LP002131,1,Yes,2,Not Graduate,No,3083,2168.0,126.0,8,1.0,2,Y
LP002137,1,Yes,0,Graduate,No,6333,4583.0,259.0,8,1.0,1,Y
LP002138,1,Yes,0,Graduate,No,2625,6250.0,187.0,8,1.0,0,Y
LP002139,1,Yes,0,Graduate,No,9083,0.0,228.0,8,1.0,1,Y
LP002140,1,No,0,Graduate,No,8750,4167.0,308.0,8,1.0,0,N
LP002141,1,Yes,3+,Graduate,No,2666,2083.0,95.0,8,1.0,0,Y
LP002142,0,Yes,0,Graduate,Yes,5500,0.0,105.0,8,0.0,0,N
LP002143,0,Yes,0,Graduate,No,2423,505.0,130.0,8,1.0,1,Y
LP002144,0,No,0,Graduate,No,3813,0.0,116.0,5,1.0,2,Y
LP002149,1,Yes,2,Graduate,No,8333,3167.0,165.0,8,1.0,0,Y
LP002151,1,Yes,1,Graduate,No,3875,0.0,67.0,8,1.0,2,N
LP002158,1,Yes,0,Not Graduate,No,3000,1666.0,100.0,9,0.0,2,N
LP002160,1,Yes,3+,Graduate,No,5167,3167.0,200.0,8,1.0,1,Y
LP002161,0,No,1,Graduate,No,4723,0.0,81.0,8,1.0,1,N
LP002170,1,Yes,2,Graduate,No,5000,3667.0,236.0,8,1.0,1,Y
LP002175,1,Yes,0,Graduate,No,4750,2333.0,130.0,8,1.0,2,Y
LP002178,1,Yes,0,Graduate,No,3013,3033.0,95.0,7,1.0,2,Y
LP002180,1,No,0,Graduate,Yes,6822,0.0,141.0,8,1.0,0,Y
LP002181,1,No,0,Not Graduate,No,6216,0.0,133.0,8,1.0,0,N
LP002187,1,No,0,Graduate,No,2500,0.0,96.0,9,1.0,1,N
LP002188,1,No,0,Graduate,No,5124,0.0,124.0,8,0.0,0,N
LP002190,1,Yes,1,Graduate,No,6325,0.0,175.0,8,1.0,1,Y
LP002191,1,Yes,0,Graduate,No,19730,5266.0,570.0,8,1.0,0,N
LP002194,0,No,0,Graduate,Yes,15759,0.0,55.0,8,1.0,1,Y
LP002197,1,Yes,2,Graduate,No,5185,0.0,155.0,8,1.0,1,Y
LP002201,1,Yes,2,Graduate,Yes,9323,7873.0,380.0,7,1.0,0,Y
LP002205,1,No,1,Graduate,No,3062,1987.0,111.0,5,0.0,2,N
LP002209,0,No,0,Graduate,No,2764,1459.0,110.0,8,1.0,2,Y
LP002211,1,Yes,0,Graduate,No,4817,923.0,120.0,5,1.0,2,Y
LP002219,1,Yes,3+,Graduate,No,8750,4996.0,130.0,8,1.0,0,Y
LP002223,1,Yes,0,Graduate,No,4310,0.0,130.0,8,1.0,1,Y
LP002224,1,No,0,Graduate,No,3069,0.0,71.0,9,1.0,2,N
LP002225,1,Yes,2,Graduate,No,5391,0.0,130.0,8,1.0,2,Y
LP002226,1,Yes,0,Graduate,No,3333,2500.0,128.0,8,1.0,1,Y
LP002229,1,No,0,Graduate,No,5941,4232.0,296.0,8,1.0,1,Y
LP002231,0,No,0,Graduate,No,6000,0.0,156.0,8,1.0,2,Y
LP002234,1,No,0,Graduate,Yes,7167,0.0,128.0,8,1.0,2,Y
LP002236,1,Yes,2,Graduate,No,4566,0.0,100.0,8,1.0,2,N
LP002237,1,No,1,Graduate,No,3667,0.0,113.0,5,1.0,2,Y
LP002239,1,No,0,Not Graduate,No,2346,1600.0,132.0,8,1.0,1,Y
LP002243,1,Yes,0,Not Graduate,No,3010,3136.0,128.0,8,0.0,2,N
LP002244,1,Yes,0,Graduate,No,2333,2417.0,136.0,8,1.0,2,Y
LP002250,1,Yes,0,Graduate,No,5488,0.0,125.0,8,1.0,0,Y
LP002255,1,No,3+,Graduate,No,9167,0.0,185.0,8,1.0,0,Y
LP002262,1,Yes,3+,Graduate,No,9504,0.0,275.0,8,1.0,0,Y
LP002263,1,Yes,0,Graduate,No,2583,2115.0,120.0,8,1.0,2,Y
LP002265,1,Yes,2,Not Graduate,No,1993,1625.0,113.0,5,1.0,1,Y
LP002266,1,Yes,2,Graduate,No,3100,1400.0,113.0,8,1.0,2,Y
LP002272,1,Yes,2,Graduate,No,3276,484.0,135.0,8,1.0,1,Y
LP002277,0,No,0,Graduate,No,3180,0.0,71.0,8,0.0,2,N
LP002281,1,Yes,0,Graduate,No,3033,1459.0,95.0,8,1.0,2,Y
LP002284,1,No,0,Not Graduate,No,3902,1666.0,109.0,8,1.0,0,Y
LP002287,0,No,0,Graduate,No,1500,1800.0,103.0,8,0.0,1,N
LP002288,1,Yes,2,Not Graduate,No,2889,0.0,45.0,5,0.0,2,N
LP002296,1,No,0,Not Graduate,No,2755,0.0,65.0,7,1.0,0,N
LP002297,1,No,0,Graduate,No,2500,20000.0,103.0,8,1.0,1,Y
LP002300,0,No,0,Not Graduate,No,1963,0.0,53.0,8,1.0,1,Y
LP002301,0,No,0,Graduate,Yes,7441,0.0,194.0,8,1.0,0,N
LP002305,0,No,0,Graduate,No,4547,0.0,115.0,8,1.0,1,Y
LP002308,1,Yes,0,Not Graduate,No,2167,2400.0,115.0,8,1.0,2,Y
LP002314,0,No,0,Not Graduate,No,2213,0.0,66.0,8,1.0,0,Y
LP002315,1,Yes,1,Graduate,No,8300,0.0,152.0,7,0.0,1,N
LP002317,1,Yes,3+,Graduate,No,81000,0.0,360.0,8,0.0,0,N
LP002318,0,No,1,Not Graduate,Yes,3867,0.0,62.0,8,1.0,1,N
LP002319,1,Yes,0,Graduate,No,6256,0.0,160.0,8,1.0,2,Y
LP002328,1,Yes,0,Not Graduate,No,6096,0.0,218.0,8,0.0,0,N
LP002332,1,Yes,0,Not Graduate,No,2253,2033.0,110.0,8,1.0,0,Y
LP002335,0,Yes,0,Not Graduate,No,2149,3237.0,178.0,8,0.0,1,N
LP002337,0,No,0,Graduate,No,2995,0.0,60.0,8,1.0,2,Y
LP002341,0,No,1,Graduate,No,2600,0.0,160.0,8,1.0,2,N
LP002342,1,Yes,2,Graduate,Yes,1600,20000.0,239.0,8,1.0,2,N
LP002345,1,Yes,0,Graduate,No,1025,2773.0,112.0,8,1.0,0,Y
LP002347,1,Yes,0,Graduate,No,3246,1417.0,138.0,8,1.0,1,Y
LP002348,1,Yes,0,Graduate,No,5829,0.0,138.0,8,1.0,0,Y
LP002357,0,No,0,Not Graduate,No,2720,0.0,80.0,8,0.0,2,N
LP002361,1,Yes,0,Graduate,No,1820,1719.0,100.0,8,1.0,2,Y
LP002362,1,Yes,1,Graduate,No,7250,1667.0,110.0,8,0.0,2,N
LP002364,1,Yes,0,Graduate,No,14880,0.0,96.0,8,1.0,1,Y
LP002366,1,Yes,0,Graduate,No,2666,4300.0,121.0,8,1.0,0,Y
LP002367,0,No,1,Not Graduate,No,4606,0.0,81.0,8,1.0,0,N
LP002368,1,Yes,2,Graduate,No,5935,0.0,133.0,8,1.0,1,Y
LP002369,1,Yes,0,Graduate,No,2920,16.12000084,87.0,8,1.0,0,Y
LP002370,1,No,0,Not Graduate,No,2717,0.0,60.0,5,1.0,2,Y
LP002377,0,No,1,Graduate,Yes,8624,0.0,150.0,8,1.0,1,Y
LP002379,1,No,0,Graduate,No,6500,0.0,105.0,8,0.0,0,N
LP002386,1,No,0,Graduate,No,12876,0.0,405.0,8,1.0,1,Y
LP002387,1,Yes,0,Graduate,No,2425,2340.0,143.0,8,1.0,1,Y
LP002390,1,No,0,Graduate,No,3750,0.0,100.0,8,1.0,2,Y
LP002393,0,Yes,0,Graduate,No,10047,0.0,128.0,6,1.0,1,Y
LP002398,1,No,0,Graduate,No,1926,1851.0,50.0,8,1.0,1,Y
LP002401,1,Yes,0,Graduate,No,2213,1125.0,128.0,8,1.0,2,Y
LP002403,1,No,0,Graduate,Yes,10416,0.0,187.0,8,0.0,2,N
LP002407,0,Yes,0,Not Graduate,Yes,7142,0.0,138.0,8,1.0,0,Y
LP002408,1,No,0,Graduate,No,3660,5064.0,187.0,8,1.0,1,Y
LP002409,1,Yes,0,Graduate,No,7901,1833.0,180.0,8,1.0,0,Y
LP002418,1,No,3+,Not Graduate,No,4707,1993.0,148.0,8,1.0,1,Y
LP002422,1,No,1,Graduate,No,37719,0.0,152.0,8,1.0,1,Y
LP002424,1,Yes,0,Graduate,No,7333,8333.0,175.0,7,1.0,0,Y
LP002429,1,Yes,1,Graduate,Yes,3466,1210.0,130.0,8,1.0,0,Y
LP002434,1,Yes,2,Not Graduate,No,4652,0.0,110.0,8,1.0,0,Y
LP002435,1,Yes,0,Graduate,No,3539,1376.0,55.0,8,1.0,0,N
LP002443,1,Yes,2,Graduate,No,3340,1710.0,150.0,8,0.0,0,N
LP002444,1,No,1,Not Graduate,Yes,2769,1542.0,190.0,8,1.0,1,N
LP002446,1,Yes,2,Not Graduate,No,2309,1255.0,125.0,8,0.0,0,N
LP002447,1,Yes,2,Not Graduate,No,1958,1456.0,60.0,7,1.0,2,Y
LP002448,1,Yes,0,Graduate,No,3948,1733.0,149.0,8,0.0,0,N
LP002449,1,Yes,0,Graduate,No,2483,2466.0,90.0,5,0.0,0,Y
LP002453,1,No,0,Graduate,Yes,7085,0.0,84.0,8,1.0,1,Y
LP002455,1,Yes,2,Graduate,No,3859,0.0,96.0,8,1.0,1,Y
LP002459,1,Yes,0,Graduate,No,4301,0.0,118.0,8,1.0,2,Y
LP002467,1,Yes,0,Graduate,No,3708,2569.0,173.0,8,1.0,2,N
LP002472,1,No,2,Graduate,No,4354,0.0,136.0,8,1.0,0,Y
LP002473,1,Yes,0,Graduate,No,8334,0.0,160.0,8,1.0,1,N
LP002478,1,Yes,0,Graduate,Yes,2083,4083.0,160.0,8,1.0,1,Y
LP002484,1,Yes,3+,Graduate,No,7740,0.0,128.0,5,1.0,2,Y
LP002487,1,Yes,0,Graduate,No,3015,2188.0,153.0,8,1.0,0,Y
LP002489,0,No,1,Not Graduate,No,5191,0.0,132.0,8,1.0,1,Y
LP002493,1,No,0,Graduate,No,4166,0.0,98.0,8,0.0,1,N
LP002494,1,No,0,Graduate,No,6000,0.0,140.0,8,1.0,0,Y
LP002500,1,Yes,3+,Not Graduate,No,2947,1664.0,70.0,5,0.0,2,N
LP002501,1,Yes,0,Graduate,No,16692,0.0,110.0,8,1.0,1,Y
LP002502,0,Yes,2,Not Graduate,No,210,2917.0,98.0,8,1.0,1,Y
LP002505,1,Yes,0,Graduate,No,4333,2451.0,110.0,8,1.0,2,N
LP002515,1,Yes,1,Graduate,Yes,3450,2079.0,162.0,8,1.0,1,Y
LP002517,1,Yes,1,Not Graduate,No,2653,1500.0,113.0,5,0.0,0,N
LP002519,1,Yes,3+,Graduate,No,4691,0.0,100.0,8,1.0,1,Y
LP002522,0,No,0,Graduate,Yes,2500,0.0,93.0,8,1.0,2,Y
LP002524,1,No,2,Graduate,No,5532,4648.0,162.0,8,1.0,0,Y
LP002527,1,Yes,2,Graduate,Yes,16525,1014.0,150.0,8,1.0,0,Y
LP002529,1,Yes,2,Graduate,No,6700,1750.0,230.0,7,1.0,1,Y
LP002530,1,Yes,2,Graduate,No,2873,1872.0,132.0,8,0.0,1,N
LP002531,1,Yes,1,Graduate,Yes,16667,2250.0,86.0,8,1.0,1,Y
LP002533,1,Yes,2,Graduate,No,2947,1603.0,128.0,8,1.0,2,N
LP002534,0,No,0,Not Graduate,No,4350,0.0,154.0,8,1.0,0,Y
LP002536,1,Yes,3+,Not Graduate,No,3095,0.0,113.0,8,1.0,0,Y
LP002537,1,Yes,0,Graduate,No,2083,3150.0,128.0,8,1.0,1,Y
LP002541,1,Yes,0,Graduate,No,10833,0.0,234.0,8,1.0,1,Y
LP002543,1,Yes,2,Graduate,No,8333,0.0,246.0,8,1.0,1,Y
LP002544,1,Yes,1,Not Graduate,No,1958,2436.0,131.0,8,1.0,0,Y
LP002545,1,No,2,Graduate,No,3547,0.0,80.0,8,0.0,0,N
LP002547,1,Yes,1,Graduate,No,18333,0.0,500.0,8,1.0,2,N
LP002555,1,Yes,2,Graduate,Yes,4583,2083.0,160.0,8,1.0,1,Y
LP002556,1,No,0,Graduate,No,2435,0.0,75.0,8,1.0,2,N
LP002560,1,No,0,Not Graduate,No,2699,2785.0,96.0,8,1.0,1,Y
LP002562,1,Yes,1,Not Graduate,No,5333,1131.0,186.0,8,1.0,2,Y
LP002571,1,No,0,Not Graduate,No,3691,0.0,110.0,8,1.0,0,Y
LP002582,0,No,0,Not Graduate,Yes,17263,0.0,225.0,8,1.0,1,Y
LP002585,1,Yes,0,Graduate,No,3597,2157.0,119.0,8,0.0,0,N
LP002586,0,Yes,1,Graduate,No,3326,913.0,105.0,3,1.0,1,Y
LP002587,1,Yes,0,Not Graduate,No,2600,1700.0,107.0,8,1.0,0,Y
LP002588,1,Yes,0,Graduate,No,4625,2857.0,111.0,0,1.0,2,Y
LP002600,1,Yes,1,Graduate,Yes,2895,0.0,95.0,8,1.0,1,Y
LP002602,1,No,0,Graduate,No,6283,4416.0,209.0,8,0.0,0,N
LP002603,0,No,0,Graduate,No,645,3683.0,113.0,9,1.0,0,Y
LP002606,0,No,0,Graduate,No,3159,0.0,100.0,8,1.0,1,Y
LP002615,1,Yes,2,Graduate,No,4865,5624.0,208.0,8,1.0,1,Y
LP002618,1,Yes,1,Not Graduate,No,4050,5302.0,138.0,8,1.0,0,N
LP002619,1,Yes,0,Not Graduate,No,3814,1483.0,124.0,7,1.0,1,Y
LP002622,1,Yes,2,Graduate,No,3510,4416.0,243.0,8,1.0,0,Y
LP002624,1,Yes,0,Graduate,No,20833,6667.0,480.0,8,1.0,2,Y
LP002625,1,No,0,Graduate,No,3583,0.0,96.0,8,1.0,2,N
LP002626,1,Yes,0,Graduate,Yes,2479,3013.0,188.0,8,1.0,2,Y
LP002634,0,No,1,Graduate,No,13262,0.0,40.0,8,1.0,2,Y
LP002637,1,No,0,Not Graduate,No,3598,1287.0,100.0,8,1.0,0,N
LP002640,1,Yes,1,Graduate,No,6065,2004.0,250.0,8,1.0,1,Y
LP002643,1,Yes,2,Graduate,No,3283,2035.0,148.0,8,1.0,2,Y
LP002648,1,Yes,0,Graduate,No,2130,6666.0,70.0,5,1.0,1,N
LP002652,1,No,0,Graduate,No,5815,3666.0,311.0,8,1.0,0,N
LP002659,1,Yes,3+,Graduate,No,3466,3428.0,150.0,8,1.0,0,Y
LP002670,0,Yes,2,Graduate,No,2031,1632.0,113.0,9,1.0,1,Y
LP002682,1,Yes,0,Not Graduate,No,3074,1800.0,123.0,8,0.0,1,N
LP002683,1,No,0,Graduate,No,4683,1915.0,185.0,8,1.0,1,N
LP002684,0,No,0,Not Graduate,No,3400,0.0,95.0,8,1.0,0,N
LP002689,1,Yes,2,Not Graduate,No,2192,1742.0,45.0,8,1.0,1,Y
LP002690,1,No,0,Graduate,No,2500,0.0,55.0,8,1.0,1,Y
LP002692,1,Yes,3+,Graduate,Yes,5677,1424.0,100.0,8,1.0,0,Y
LP002693,1,Yes,2,Graduate,Yes,7948,7166.0,480.0,8,1.0,0,Y
LP002697,1,No,0,Graduate,No,4680,2087.0,128.0,8,1.0,1,N
LP002699,1,Yes,2,Graduate,Yes,17500,0.0,400.0,8,1.0,0,Y
LP002705,1,Yes,0,Graduate,No,3775,0.0,110.0,8,1.0,1,Y
LP002706,1,Yes,1,Not Graduate,No,5285,1430.0,161.0,8,0.0,1,Y
LP002714,1,No,1,Not Graduate,No,2679,1302.0,94.0,8,1.0,1,Y
LP002716,1,No,0,Not Graduate,No,6783,0.0,130.0,8,1.0,1,Y
LP002717,1,Yes,0,Graduate,No,1025,5500.0,216.0,8,1.0,0,Y
LP002720,1,Yes,3+,Graduate,No,4281,0.0,100.0,8,1.0,2,Y
LP002723,1,No,2,Graduate,No,3588,0.0,110.0,8,0.0,0,N
LP002729,1,No,1,Graduate,No,11250,0.0,196.0,8,1.0,1,N
LP002731,0,No,0,Not Graduate,Yes,18165,0.0,125.0,8,1.0,2,Y
LP002732,1,No,0,Not Graduate,No,2550,2042.0,126.0,8,1.0,0,Y
LP002734,1,Yes,0,Graduate,No,6133,3906.0,324.0,8,1.0,2,Y
LP002738,1,No,2,Graduate,No,3617,0.0,107.0,8,1.0,1,Y
LP002739,1,Yes,0,Not Graduate,No,2917,536.0,66.0,8,1.0,0,N
LP002740,1,Yes,3+,Graduate,No,6417,0.0,157.0,5,1.0,0,Y
LP002741,0,Yes,1,Graduate,No,4608,2845.0,140.0,5,1.0,1,Y
LP002743,0,No,0,Graduate,No,2138,0.0,99.0,8,0.0,1,N
LP002753,0,No,1,Graduate,No,3652,0.0,95.0,8,1.0,1,Y
LP002755,1,Yes,1,Not Graduate,No,2239,2524.0,128.0,8,1.0,2,Y
LP002757,0,Yes,0,Not Graduate,No,3017,663.0,102.0,8,1.0,1,Y
LP002767,1,Yes,0,Graduate,No,2768,1950.0,155.0,8,1.0,0,Y
LP002768,1,No,0,Not Graduate,No,3358,0.0,80.0,1,1.0,1,N
LP002772,1,No,0,Graduate,No,2526,1783.0,145.0,8,1.0,0,Y
LP002776,0,No,0,Graduate,No,5000,0.0,103.0,8,0.0,1,N
LP002777,1,Yes,0,Graduate,No,2785,2016.0,110.0,8,1.0,0,Y
LP002778,1,Yes,2,Graduate,Yes,6633,0.0,128.0,8,0.0,0,N
LP002784,1,Yes,1,Not Graduate,No,2492,2375.0,128.0,8,1.0,0,Y
LP002785,1,Yes,1,Graduate,No,3333,3250.0,158.0,8,1.0,2,Y
LP002788,1,Yes,0,Not Graduate,No,2454,2333.0,181.0,8,0.0,2,N
LP002789,1,Yes,0,Graduate,No,3593,4266.0,132.0,5,0.0,0,N
LP002792,1,Yes,1,Graduate,No,5468,1032.0,26.0,8,1.0,1,Y
LP002794,0,No,0,Graduate,No,2667,1625.0,84.0,8,1.0,2,Y
LP002795,1,Yes,3+,Graduate,Yes,10139,0.0,260.0,8,1.0,1,Y
LP002798,1,Yes,0,Graduate,No,3887,2669.0,162.0,8,1.0,1,Y
LP002804,0,Yes,0,Graduate,No,4180,2306.0,182.0,8,1.0,1,Y
LP002807,1,Yes,2,Not Graduate,No,3675,242.0,108.0,8,1.0,1,Y
LP002813,0,Yes,1,Graduate,Yes,19484,0.0,600.0,8,1.0,1,Y
LP002820,1,Yes,0,Graduate,No,5923,2054.0,211.0,8,1.0,0,Y
LP002821,1,No,0,Not Graduate,Yes,5800,0.0,132.0,8,1.0,1,Y
LP002832,1,Yes,2,Graduate,No,8799,0.0,258.0,8,0.0,2,N
LP002833,1,Yes,0,Not Graduate,No,4467,0.0,120.0,8,1.0,0,Y
LP002836,1,No,0,Graduate,No,3333,0.0,70.0,8,1.0,2,Y
LP002837,1,Yes,3+,Graduate,No,3400,2500.0,123.0,8,0.0,0,N
LP002840,0,No,0,Graduate,No,2378,0.0,9.0,8,1.0,2,N
LP002841,1,Yes,0,Graduate,No,3166,2064.0,104.0,8,0.0,2,N
LP002842,1,Yes,1,Graduate,No,3417,1750.0,186.0,8,1.0,2,Y
LP002847,1,Yes,0,Graduate,No,5116,1451.0,165.0,8,0.0,2,N
LP002855,1,Yes,2,Graduate,No,16666,0.0,275.0,8,1.0,2,Y
LP002862,1,Yes,2,Not Graduate,No,6125,1625.0,187.0,9,1.0,1,N
LP002863,1,Yes,3+,Graduate,No,6406,0.0,150.0,8,1.0,1,N
LP002868,1,Yes,2,Graduate,No,3159,461.0,108.0,3,1.0,2,Y
LP002872,1,Yes,0,Graduate,No,3087,2210.0,136.0,8,0.0,1,N
LP002874,1,No,0,Graduate,No,3229,2739.0,110.0,8,1.0,2,Y
LP002877,1,Yes,1,Graduate,No,1782,2232.0,107.0,8,1.0,0,Y
LP002888,1,No,0,Graduate,No,3182,2917.0,161.0,8,1.0,2,Y
LP002892,1,Yes,2,Graduate,No,6540,0.0,205.0,8,1.0,1,Y
LP002893,1,No,0,Graduate,No,1836,33837.0,90.0,8,1.0,2,N
LP002894,0,Yes,0,Graduate,No,3166,0.0,36.0,8,1.0,1,Y
LP002898,1,Yes,1,Graduate,No,1880,0.0,61.0,8,1.0,0,N
LP002911,1,Yes,1,Graduate,No,2787,1917.0,146.0,8,0.0,0,N
LP002912,1,Yes,1,Graduate,No,4283,3000.0,172.0,3,1.0,0,N
LP002916,1,Yes,0,Graduate,No,2297,1522.0,104.0,8,1.0,2,Y
LP002917,0,No,0,Not Graduate,No,2165,0.0,70.0,8,1.0,1,Y
LP002925,1,No,0,Graduate,No,4750,0.0,94.0,8,1.0,1,Y
LP002926,1,Yes,2,Graduate,Yes,2726,0.0,106.0,8,0.0,1,N
LP002928,1,Yes,0,Graduate,No,3000,3416.0,56.0,5,1.0,1,Y
LP002931,1,Yes,2,Graduate,Yes,6000,0.0,205.0,6,1.0,1,N
LP002933,1,No,3+,Graduate,Yes,9357,0.0,292.0,8,1.0,1,Y
LP002936,1,Yes,0,Graduate,No,3859,3300.0,142.0,5,1.0,0,Y
LP002938,1,Yes,0,Graduate,Yes,16120,0.0,260.0,8,1.0,2,Y
LP002940,1,No,0,Not Graduate,No,3833,0.0,110.0,8,1.0,0,Y
LP002941,1,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,8,1.0,0,N
LP002943,1,No,0,Graduate,No,2987,0.0,88.0,8,0.0,1,N
LP002945,1,Yes,0,Graduate,Yes,9963,0.0,180.0,8,1.0,0,Y
LP002948,1,Yes,2,Graduate,No,5780,0.0,192.0,8,1.0,2,Y
LP002949,0,No,3+,Graduate,No,416,41667.0,350.0,5,1.0,2,N
LP002950,1,Yes,0,Not Graduate,No,2894,2792.0,155.0,8,1.0,0,Y
LP002953,1,Yes,3+,Graduate,No,5703,0.0,128.0,8,1.0,2,Y
LP002958,1,No,0,Graduate,No,3676,4301.0,172.0,8,1.0,0,Y
LP002959,0,Yes,1,Graduate,No,12000,0.0,496.0,8,1.0,1,Y
LP002960,1,Yes,0,Not Graduate,No,2400,3800.0,128.0,5,1.0,2,N
LP002961,1,Yes,1,Graduate,No,3400,2500.0,173.0,8,1.0,1,Y
LP002964,1,Yes,2,Not Graduate,No,3987,1411.0,157.0,8,1.0,0,Y
LP002974,1,Yes,0,Graduate,No,3232,1950.0,108.0,8,1.0,0,Y
LP002978,0,No,0,Graduate,No,2900,0.0,71.0,8,1.0,0,Y
LP002979,1,Yes,3+,Graduate,No,4106,0.0,40.0,5,1.0,0,Y
LP002983,1,Yes,1,Graduate,No,8072,240.0,253.0,8,1.0,2,Y
LP002984,1,Yes,2,Graduate,No,7583,0.0,187.0,8,1.0,2,Y
LP002990,0,No,0,Graduate,Yes,4583,0.0,133.0,8,0.0,1,N
